City,Date,PM2.5,PM10,NO2,AQI
Delhi,2023-01-01 00:00:00,87.5,136.4,63.7,190.75
Delhi,2023-01-01 01:00:00,87.5,135.0,64.2,190.75
Delhi,2023-01-01 02:00:00,87.8,134.1,64.1,191.73999999999998
Delhi,2023-01-01 03:00:00,90.8,136.9,61.5,202.64
Delhi,2023-01-01 04:00:00,94.1,140.6,57.8,213.52999999999997
Delhi,2023-01-01 05:00:00,91.0,135.5,55.0,203.3
Delhi,2023-01-01 06:00:00,90.8,134.6,60.2,202.64
Delhi,2023-01-01 07:00:00,99.2,145.3,67.5,230.36
Delhi,2023-01-01 08:00:00,105.7,154.6,71.9,251.81
Delhi,2023-01-01 09:00:00,102.9,150.4,66.8,242.57000000000002
Delhi,2023-01-01 10:00:00,89.9,132.2,57.3,198.67000000000002
Delhi,2023-01-01 11:00:00,76.4,112.0,45.7,154.12
Delhi,2023-01-01 12:00:00,69.8,102.2,37.3,132.33999999999997
Delhi,2023-01-01 13:00:00,66.4,96.6,29.4,121.12000000000002
Delhi,2023-01-01 14:00:00,65.0,94.5,31.8,116.5
Delhi,2023-01-01 15:00:00,64.0,93.1,53.7,113.2
Delhi,2023-01-01 16:00:00,65.2,94.5,86.4,117.16000000000001
Delhi,2023-01-01 17:00:00,105.2,152.3,121.9,250.16
Delhi,2023-01-01 18:00:00,139.7,201.6,143.1,339.4
Delhi,2023-01-01 19:00:00,170.0,244.9,173.1,400.0
Delhi,2023-01-01 20:00:00,196.5,283.1,201.1,453.0
Delhi,2023-01-01 21:00:00,218.9,314.8,202.1,497.8
Delhi,2023-01-01 22:00:00,236.6,339.9,193.1,533.2
Delhi,2023-01-01 23:00:00,246.8,354.8,176.6,553.6
Delhi,2023-01-02 00:00:00,248.7,357.6,163.1,557.4
Delhi,2023-01-02 01:00:00,246.8,354.8,146.9,553.6
Delhi,2023-01-02 02:00:00,243.1,348.3,127.2,546.2
Delhi,2023-01-02 03:00:00,237.0,340.9,114.7,534.0
Delhi,2023-01-02 04:00:00,231.4,332.5,103.4,522.8
Delhi,2023-01-02 05:00:00,209.1,300.8,179.9,478.2
Delhi,2023-01-02 06:00:00,226.8,326.0,187.9,513.6
Delhi,2023-01-02 07:00:00,248.7,357.6,198.9,557.4
Delhi,2023-01-02 08:00:00,274.7,394.9,196.6,609.4
Delhi,2023-01-02 09:00:00,235.6,338.1,168.4,531.2
Delhi,2023-01-02 10:00:00,149.0,215.1,126.1,358.0
Delhi,2023-01-02 11:00:00,107.3,155.5,78.0,257.09
Delhi,2023-01-02 12:00:00,95.7,138.8,56.2,218.81
Delhi,2023-01-02 13:00:00,90.3,130.9,41.3,200.98999999999998
Delhi,2023-01-02 14:00:00,85.9,124.8,41.7,185.47000000000003
Delhi,2023-01-02 15:00:00,85.0,123.4,68.3,182.5
Delhi,2023-01-02 16:00:00,92.0,132.7,110.9,206.6
Delhi,2023-01-02 17:00:00,125.3,180.2,154.6,310.6
Delhi,2023-01-02 18:00:00,162.1,233.3,163.0,384.2
Delhi,2023-01-02 19:00:00,197.0,283.1,174.9,454.0
Delhi,2023-01-02 20:00:00,229.1,328.8,183.0,518.2
Delhi,2023-01-02 21:00:00,254.3,364.1,176.9,568.6
Delhi,2023-01-02 22:00:00,272.9,391.2,164.6,605.8
Delhi,2023-01-02 23:00:00,283.1,405.1,147.4,626.2
Delhi,2023-01-03 00:00:00,281.3,403.3,136.8,622.6
Delhi,2023-01-03 01:00:00,274.7,393.0,126.3,609.4
Delhi,2023-01-03 02:00:00,262.6,377.2,113.9,585.2
Delhi,2023-01-03 03:00:00,248.7,355.8,106.1,557.4
Delhi,2023-01-03 04:00:00,232.4,333.4,99.3,524.8
Delhi,2023-01-03 05:00:00,176.0,252.4,157.5,412.0
Delhi,2023-01-03 06:00:00,182.1,260.8,160.6,424.2
Delhi,2023-01-03 07:00:00,189.1,271.0,164.6,438.2
Delhi,2023-01-03 08:00:00,188.1,270.1,157.2,436.2
Delhi,2023-01-03 09:00:00,164.4,236.1,131.9,388.8
Delhi,2023-01-03 10:00:00,114.8,165.3,96.1,281.84
Delhi,2023-01-03 11:00:00,90.6,130.9,56.8,201.98
Delhi,2023-01-03 12:00:00,81.7,118.3,42.1,171.61
Delhi,2023-01-03 13:00:00,77.5,112.2,34.4,157.75
Delhi,2023-01-03 14:00:00,74.3,107.8,35.5,147.19
Delhi,2023-01-03 15:00:00,70.3,102.4,49.0,133.98999999999998
Delhi,2023-01-03 16:00:00,70.8,103.1,71.2,135.64
Delhi,2023-01-03 17:00:00,88.0,127.1,99.9,192.39999999999998
Delhi,2023-01-03 18:00:00,100.8,146.2,100.6,235.64
Delhi,2023-01-03 19:00:00,100.1,145.8,101.5,233.32999999999998
Delhi,2023-01-03 20:00:00,99.0,144.4,100.5,229.7
Delhi,2023-01-03 21:00:00,99.2,145.3,97.1,230.36
Delhi,2023-01-03 22:00:00,99.2,145.8,92.1,230.36
Delhi,2023-01-03 23:00:00,95.9,142.0,83.7,219.47000000000003
Delhi,2023-01-04 00:00:00,90.1,133.6,75.6,200.32999999999998
Delhi,2023-01-04 01:00:00,85.7,127.6,66.2,184.81
Delhi,2023-01-04 02:00:00,83.4,123.9,54.8,177.22000000000003
Delhi,2023-01-04 03:00:00,82.7,122.5,47.0,174.91000000000003
Delhi,2023-01-04 04:00:00,83.1,122.5,39.8,176.22999999999996
Delhi,2023-01-04 05:00:00,95.0,138.3,51.3,216.5
Delhi,2023-01-04 06:00:00,91.7,133.2,56.0,205.61
Delhi,2023-01-04 07:00:00,95.5,137.8,62.7,218.15
Delhi,2023-01-04 08:00:00,101.3,145.8,67.2,237.29
Delhi,2023-01-04 09:00:00,97.8,140.6,63.5,225.73999999999998
Delhi,2023-01-04 10:00:00,94.5,136.0,56.2,214.85
Delhi,2023-01-04 11:00:00,88.9,128.1,46.2,195.37
Delhi,2023-01-04 12:00:00,80.6,116.4,37.3,167.97999999999996
Delhi,2023-01-04 13:00:00,76.4,110.6,27.8,154.12
Delhi,2023-01-04 14:00:00,73.8,107.1,27.1,145.54
Delhi,2023-01-04 15:00:00,72.2,105.2,44.7,140.26
Delhi,2023-01-04 16:00:00,72.6,106.2,72.2,141.57999999999998
Delhi,2023-01-04 17:00:00,110.8,159.7,106.5,268.64
Delhi,2023-01-04 18:00:00,136.0,196.0,111.9,332.0
Delhi,2023-01-04 19:00:00,150.4,217.5,119.5,360.8
Delhi,2023-01-04 20:00:00,158.3,229.1,126.8,376.6
Delhi,2023-01-04 21:00:00,164.8,238.4,127.4,389.6
Delhi,2023-01-04 22:00:00,171.8,249.6,125.6,403.6
Delhi,2023-01-04 23:00:00,175.1,255.2,121.5,410.2
Delhi,2023-01-05 00:00:00,168.1,244.9,117.8,396.2
Delhi,2023-01-05 01:00:00,157.9,231.0,113.1,375.8
Delhi,2023-01-05 02:00:00,149.5,218.4,105.2,359.0
Delhi,2023-01-05 03:00:00,143.9,210.5,96.8,347.8
Delhi,2023-01-05 04:00:00,140.6,205.4,87.2,341.2
Delhi,2023-01-05 05:00:00,145.3,212.3,112.3,350.6
Delhi,2023-01-05 06:00:00,138.8,203.0,105.8,337.6
Delhi,2023-01-05 07:00:00,135.0,196.5,96.6,330.0
Delhi,2023-01-05 08:00:00,132.2,192.8,84.9,324.4
Delhi,2023-01-05 09:00:00,127.1,185.3,78.8,314.2
Delhi,2023-01-05 10:00:00,127.6,184.9,73.6,315.2
Delhi,2023-01-05 11:00:00,124.8,180.7,66.2,309.6
Delhi,2023-01-05 12:00:00,120.6,174.6,56.5,301.2
Delhi,2023-01-05 13:00:00,114.6,165.8,45.3,281.17999999999995
Delhi,2023-01-05 14:00:00,107.1,155.1,43.8,256.42999999999995
Delhi,2023-01-05 15:00:00,101.3,146.7,62.2,237.29
Delhi,2023-01-05 16:00:00,100.1,145.3,91.4,233.32999999999998
Delhi,2023-01-05 17:00:00,137.4,197.4,130.4,334.8
Delhi,2023-01-05 18:00:00,169.5,244.0,138.1,399.0
Delhi,2023-01-05 19:00:00,194.6,280.3,148.7,449.2
Delhi,2023-01-05 20:00:00,214.7,309.2,155.8,489.4
Delhi,2023-01-05 21:00:00,230.0,330.6,149.3,520.0
Delhi,2023-01-05 22:00:00,242.1,349.2,136.8,544.2
Delhi,2023-01-05 23:00:00,246.8,355.8,121.2,553.6
Delhi,2023-01-06 00:00:00,233.3,337.1,113.3,526.6
Delhi,2023-01-06 01:00:00,212.3,306.4,106.8,484.6
Delhi,2023-01-06 02:00:00,195.6,283.1,102.7,451.2
Delhi,2023-01-06 03:00:00,183.5,265.4,106.2,427.0
Delhi,2023-01-06 04:00:00,176.0,255.2,113.4,412.0
Delhi,2023-01-06 05:00:00,142.5,206.3,111.8,345.0
Delhi,2023-01-06 06:00:00,132.2,192.3,105.9,324.4
Delhi,2023-01-06 07:00:00,124.3,180.2,97.6,308.6
Delhi,2023-01-06 08:00:00,119.2,172.8,88.3,296.36
Delhi,2023-01-06 09:00:00,118.3,170.9,85.7,293.39
Delhi,2023-01-06 10:00:00,115.7,167.2,84.9,284.81
Delhi,2023-01-06 11:00:00,120.6,174.2,82.8,301.2
Delhi,2023-01-06 12:00:00,122.0,175.6,75.8,304.0
Delhi,2023-01-06 13:00:00,125.3,180.2,67.0,310.6
Delhi,2023-01-06 14:00:00,128.1,184.4,65.8,316.2
Delhi,2023-01-06 15:00:00,126.7,183.0,81.6,313.4
Delhi,2023-01-06 16:00:00,123.4,177.9,106.3,306.8
Delhi,2023-01-06 17:00:00,165.8,237.0,148.3,391.6
Delhi,2023-01-06 18:00:00,189.5,271.0,151.2,439.0
Delhi,2023-01-06 19:00:00,199.8,285.9,155.1,459.6
Delhi,2023-01-06 20:00:00,192.3,275.7,154.6,444.6
Delhi,2023-01-06 21:00:00,176.5,253.3,145.0,413.0
Delhi,2023-01-06 22:00:00,165.8,237.5,130.6,391.6
Delhi,2023-01-06 23:00:00,163.9,235.2,113.9,387.8
Delhi,2023-01-07 00:00:00,166.7,239.3,107.4,393.4
Delhi,2023-01-07 01:00:00,174.2,250.5,103.4,408.4
Delhi,2023-01-07 02:00:00,185.3,266.4,100.2,430.6
Delhi,2023-01-07 03:00:00,189.5,272.9,99.3,439.0
Delhi,2023-01-07 04:00:00,182.5,262.6,99.8,425.0
Delhi,2023-01-07 05:00:00,149.9,215.1,104.6,359.8
Delhi,2023-01-07 06:00:00,141.1,203.0,97.3,342.2
Delhi,2023-01-07 07:00:00,138.8,199.3,87.1,337.6
Delhi,2023-01-07 08:00:00,130.9,188.1,75.4,321.8
Delhi,2023-01-07 09:00:00,130.9,188.1,71.7,321.8
Delhi,2023-01-07 10:00:00,124.8,179.3,69.9,309.6
Delhi,2023-01-07 11:00:00,115.0,165.3,65.7,282.5
Delhi,2023-01-07 12:00:00,103.1,148.5,55.2,243.22999999999996
Delhi,2023-01-07 13:00:00,96.9,139.7,42.0,222.77
Delhi,2023-01-07 14:00:00,92.7,134.1,39.0,208.91
Delhi,2023-01-07 15:00:00,89.4,129.5,60.8,197.02
Delhi,2023-01-07 16:00:00,91.0,131.8,95.0,203.3
Delhi,2023-01-07 17:00:00,137.4,197.4,137.1,334.8
Delhi,2023-01-07 18:00:00,160.7,231.9,138.4,381.4
Delhi,2023-01-07 19:00:00,160.2,231.9,139.9,380.4
Delhi,2023-01-07 20:00:00,152.3,221.2,137.6,364.6
Delhi,2023-01-07 21:00:00,141.6,206.8,129.6,343.2
Delhi,2023-01-07 22:00:00,140.6,205.4,118.2,341.2
Delhi,2023-01-07 23:00:00,147.1,215.6,102.8,354.2
Delhi,2023-01-08 00:00:00,150.4,219.8,92.7,360.8
Delhi,2023-01-08 01:00:00,149.9,218.9,82.7,359.8
Delhi,2023-01-08 02:00:00,147.1,214.7,71.2,354.2
Delhi,2023-01-08 03:00:00,143.9,210.0,64.2,347.8
Delhi,2023-01-08 04:00:00,139.7,203.0,58.3,339.4
Delhi,2023-01-08 05:00:00,134.1,194.2,46.5,328.2
Delhi,2023-01-08 06:00:00,135.0,194.6,49.2,330.0
Delhi,2023-01-08 07:00:00,137.8,198.8,53.0,335.6
Delhi,2023-01-08 08:00:00,142.0,204.4,56.5,344.0
Delhi,2023-01-08 09:00:00,145.8,209.5,56.8,351.6
Delhi,2023-01-08 10:00:00,145.3,209.5,56.0,350.6
Delhi,2023-01-08 11:00:00,141.6,204.9,52.8,343.2
Delhi,2023-01-08 12:00:00,136.9,198.8,45.0,333.8
Delhi,2023-01-08 13:00:00,129.9,190.0,34.8,319.8
Delhi,2023-01-08 14:00:00,123.4,181.6,34.4,306.8
Delhi,2023-01-08 15:00:00,120.1,177.4,55.8,300.2
Delhi,2023-01-08 16:00:00,121.1,178.8,88.5,302.2
Delhi,2023-01-08 17:00:00,173.2,250.5,149.7,406.4
Delhi,2023-01-08 18:00:00,191.9,277.5,151.0,443.8
Delhi,2023-01-08 19:00:00,198.8,288.7,152.7,457.6
Delhi,2023-01-08 20:00:00,204.9,298.0,150.9,469.8
Delhi,2023-01-08 21:00:00,211.4,308.3,143.8,482.8
Delhi,2023-01-08 22:00:00,220.7,323.2,133.3,501.4
Delhi,2023-01-08 23:00:00,228.2,334.3,120.2,516.4
Delhi,2023-01-09 00:00:00,230.0,338.1,113.1,520.0
Delhi,2023-01-09 01:00:00,231.0,339.9,107.0,522.0
Delhi,2023-01-09 02:00:00,232.8,343.7,99.4,525.6
Delhi,2023-01-09 03:00:00,236.6,349.2,91.6,533.2
Delhi,2023-01-09 04:00:00,235.6,347.4,83.4,531.2
Delhi,2023-01-09 05:00:00,273.8,400.5,203.2,607.6
Delhi,2023-01-09 06:00:00,257.0,374.4,192.4,574.0
Delhi,2023-01-09 07:00:00,236.1,344.6,177.0,532.2
Delhi,2023-01-09 08:00:00,232.4,338.1,159.8,524.8
Delhi,2023-01-09 09:00:00,225.4,326.9,155.9,510.8
Delhi,2023-01-09 10:00:00,212.8,308.3,155.7,485.6
Delhi,2023-01-09 11:00:00,195.1,283.1,146.8,450.2
Delhi,2023-01-09 12:00:00,168.6,244.0,120.0,397.2
Delhi,2023-01-09 13:00:00,149.5,216.1,84.2,359.0
Delhi,2023-01-09 14:00:00,134.6,194.2,61.2,329.2
Delhi,2023-01-09 15:00:00,125.7,181.6,86.0,311.4
Delhi,2023-01-09 16:00:00,137.8,197.9,132.2,335.6
Delhi,2023-01-09 17:00:00,172.3,246.8,180.8,404.6
Delhi,2023-01-09 18:00:00,198.4,284.1,187.1,456.8
Delhi,2023-01-09 19:00:00,221.7,317.6,195.9,503.4
Delhi,2023-01-09 20:00:00,243.1,347.4,204.8,546.2
Delhi,2023-01-09 21:00:00,258.0,369.7,207.9,576.0
Delhi,2023-01-09 22:00:00,265.4,380.0,208.9,590.8
Delhi,2023-01-09 23:00:00,263.6,377.2,201.8,587.2
Delhi,2023-01-10 00:00:00,244.9,351.1,185.6,549.8
Delhi,2023-01-10 01:00:00,222.1,317.6,163.0,504.2
Delhi,2023-01-10 02:00:00,198.4,284.1,135.9,456.8
Delhi,2023-01-10 03:00:00,179.3,257.0,122.7,418.6
Delhi,2023-01-10 04:00:00,163.0,233.8,112.3,386.0
Delhi,2023-01-10 05:00:00,150.9,216.1,110.6,361.8
Delhi,2023-01-10 06:00:00,142.0,204.0,102.4,344.0
Delhi,2023-01-10 07:00:00,138.3,198.4,90.8,336.6
Delhi,2023-01-10 08:00:00,137.8,197.9,77.3,335.6
Delhi,2023-01-10 09:00:00,137.4,197.0,72.3,334.8
Delhi,2023-01-10 10:00:00,135.5,194.6,69.4,331.0
Delhi,2023-01-10 11:00:00,121.5,174.6,63.5,303.0
Delhi,2023-01-10 12:00:00,101.0,146.2,52.2,236.3
Delhi,2023-01-10 13:00:00,87.1,127.1,38.1,189.42999999999998
Delhi,2023-01-10 14:00:00,78.5,116.2,30.2,161.05
Delhi,2023-01-10 15:00:00,75.7,113.9,41.7,151.81
Delhi,2023-01-10 16:00:00,78.2,119.0,62.4,160.06
Delhi,2023-01-10 17:00:00,87.1,127.6,100.6,189.42999999999998
Delhi,2023-01-10 18:00:00,104.5,154.1,105.1,247.85
Delhi,2023-01-10 19:00:00,116.9,172.8,111.5,288.77
Delhi,2023-01-10 20:00:00,120.6,179.3,115.4,301.2
Delhi,2023-01-10 21:00:00,122.0,182.1,111.2,304.0
Delhi,2023-01-10 22:00:00,122.9,183.5,103.2,305.8
Delhi,2023-01-10 23:00:00,124.3,185.3,91.9,308.6
Delhi,2023-01-11 00:00:00,124.8,185.8,84.8,309.6
Delhi,2023-01-11 01:00:00,126.7,187.7,77.6,313.4
Delhi,2023-01-11 02:00:00,130.9,192.3,68.8,321.8
Delhi,2023-01-11 03:00:00,134.6,197.4,62.4,329.2
Delhi,2023-01-11 04:00:00,136.0,198.4,56.3,332.0
Delhi,2023-01-11 05:00:00,125.3,182.5,32.8,310.6
Delhi,2023-01-11 06:00:00,126.2,183.0,37.7,312.4
Delhi,2023-01-11 07:00:00,126.7,183.5,44.8,313.4
Delhi,2023-01-11 08:00:00,127.1,183.5,53.8,314.2
Delhi,2023-01-11 09:00:00,129.9,186.7,59.4,319.8
Delhi,2023-01-11 10:00:00,136.9,197.0,64.6,333.8
Delhi,2023-01-11 11:00:00,136.9,197.0,69.2,333.8
Delhi,2023-01-11 12:00:00,137.4,197.9,66.4,334.8
Delhi,2023-01-11 13:00:00,133.6,193.2,60.9,327.2
Delhi,2023-01-11 14:00:00,126.7,183.5,67.7,313.4
Delhi,2023-01-11 15:00:00,124.3,180.7,97.8,308.6
Delhi,2023-01-11 16:00:00,129.9,188.6,140.4,319.8
Delhi,2023-01-11 17:00:00,179.3,259.8,180.4,418.6
Delhi,2023-01-11 18:00:00,190.9,276.6,181.6,441.8
Delhi,2023-01-11 19:00:00,180.7,261.7,182.9,421.4
Delhi,2023-01-11 20:00:00,168.1,244.0,176.2,396.2
Delhi,2023-01-11 21:00:00,154.1,224.9,159.8,368.2
Delhi,2023-01-11 22:00:00,139.7,204.0,136.6,339.4
Delhi,2023-01-11 23:00:00,127.1,185.8,104.9,314.2
Delhi,2023-01-12 00:00:00,117.3,170.9,82.3,290.09
Delhi,2023-01-12 01:00:00,109.2,159.3,59.3,263.36
Delhi,2023-01-12 02:00:00,102.4,149.9,35.0,240.92000000000002
Delhi,2023-01-12 03:00:00,91.3,135.0,23.3,204.29
Delhi,2023-01-12 04:00:00,83.4,124.3,15.9,177.22000000000003
Delhi,2023-01-12 05:00:00,83.1,123.9,15.9,176.22999999999996
Delhi,2023-01-12 06:00:00,76.6,114.8,31.0,154.77999999999997
Delhi,2023-01-12 07:00:00,75.9,113.6,52.6,152.47000000000003
Delhi,2023-01-12 08:00:00,76.8,115.5,75.9,155.44
Delhi,2023-01-12 09:00:00,82.2,122.9,84.2,173.26
Delhi,2023-01-12 10:00:00,83.8,126.2,87.9,178.54
Delhi,2023-01-12 11:00:00,86.1,130.4,85.8,186.13
Delhi,2023-01-12 12:00:00,86.1,131.8,74.1,186.13
Delhi,2023-01-12 13:00:00,84.3,129.5,56.5,180.19
Delhi,2023-01-12 14:00:00,82.9,127.6,43.8,175.57000000000002
Delhi,2023-01-12 15:00:00,81.7,126.2,53.0,171.61
Delhi,2023-01-12 16:00:00,87.3,132.7,71.3,190.08999999999997
Delhi,2023-01-12 17:00:00,116.2,173.7,99.2,286.46000000000004
Delhi,2023-01-12 18:00:00,132.2,197.0,103.6,324.4
Delhi,2023-01-12 19:00:00,131.3,195.1,109.7,322.6
Delhi,2023-01-12 20:00:00,124.8,185.8,114.6,309.6
Delhi,2023-01-12 21:00:00,120.1,178.3,113.8,300.2
Delhi,2023-01-12 22:00:00,116.4,172.3,110.4,287.12
Delhi,2023-01-12 23:00:00,112.7,167.2,102.2,274.91
Delhi,2023-01-13 00:00:00,108.5,161.1,91.9,261.05
Delhi,2023-01-13 01:00:00,105.2,155.5,78.8,250.16
Delhi,2023-01-13 02:00:00,102.4,150.9,62.5,240.92000000000002
Delhi,2023-01-13 03:00:00,99.9,147.1,51.2,232.67000000000002
Delhi,2023-01-13 04:00:00,97.3,143.4,40.5,224.08999999999997
Delhi,2023-01-13 05:00:00,95.5,140.2,33.8,218.15
Delhi,2023-01-13 06:00:00,93.8,138.3,41.4,212.54
Delhi,2023-01-13 07:00:00,96.6,141.6,52.2,221.77999999999997
Delhi,2023-01-13 08:00:00,100.6,147.1,64.1,234.98
Delhi,2023-01-13 09:00:00,103.1,150.4,68.7,243.22999999999996
Delhi,2023-01-13 10:00:00,99.4,146.2,71.2,231.02
Delhi,2023-01-13 11:00:00,99.2,147.1,69.4,230.36
Delhi,2023-01-13 12:00:00,98.5,147.1,59.8,228.05
Delhi,2023-01-13 13:00:00,93.6,140.6,45.5,211.88
Delhi,2023-01-13 14:00:00,89.2,135.0,36.3,196.36
Delhi,2023-01-13 15:00:00,85.2,129.5,45.8,183.16000000000003
Delhi,2023-01-13 16:00:00,83.1,125.7,63.7,176.22999999999996
Delhi,2023-01-13 17:00:00,90.3,134.6,85.3,200.98999999999998
Delhi,2023-01-13 18:00:00,98.3,144.8,95.3,227.39
Delhi,2023-01-13 19:00:00,105.7,155.1,102.9,251.81
Delhi,2023-01-13 20:00:00,116.2,170.0,107.5,286.46000000000004
Delhi,2023-01-13 21:00:00,127.6,186.3,104.6,315.2
Delhi,2023-01-13 22:00:00,140.6,204.4,97.6,341.2
Delhi,2023-01-13 23:00:00,147.1,213.7,87.7,354.2
Delhi,2023-01-14 00:00:00,146.7,212.8,81.4,353.4
Delhi,2023-01-14 01:00:00,148.1,215.6,75.0,356.2
Delhi,2023-01-14 02:00:00,150.9,218.9,68.8,361.8
Delhi,2023-01-14 03:00:00,144.8,209.1,67.5,349.6
Delhi,2023-01-14 04:00:00,132.7,192.3,68.0,325.4
Delhi,2023-01-14 05:00:00,123.4,178.8,68.8,306.8
Delhi,2023-01-14 06:00:00,116.4,169.5,69.4,287.12
Delhi,2023-01-14 07:00:00,114.6,166.7,70.2,281.17999999999995
Delhi,2023-01-14 08:00:00,110.1,161.6,68.1,266.33
Delhi,2023-01-14 09:00:00,101.0,149.5,62.0,236.3
Delhi,2023-01-14 10:00:00,94.8,142.0,53.5,215.83999999999997
Delhi,2023-01-14 11:00:00,92.9,140.6,42.2,209.57000000000002
Delhi,2023-01-14 12:00:00,90.6,138.3,33.1,201.98
Delhi,2023-01-14 13:00:00,80.8,125.3,23.9,168.64
Delhi,2023-01-14 14:00:00,72.6,115.0,20.4,141.57999999999998
Delhi,2023-01-14 15:00:00,67.3,109.4,31.2,124.08999999999999
Delhi,2023-01-14 16:00:00,63.3,105.9,49.5,110.88999999999999
Delhi,2023-01-14 17:00:00,68.7,111.8,69.0,128.71
Delhi,2023-01-14 18:00:00,72.4,118.0,73.9,140.92000000000002
Delhi,2023-01-14 19:00:00,74.7,123.4,74.4,148.51
Delhi,2023-01-14 20:00:00,75.7,125.7,72.6,151.81
Delhi,2023-01-14 21:00:00,74.7,124.3,70.3,148.51
Delhi,2023-01-14 22:00:00,74.0,121.5,66.5,146.2
Delhi,2023-01-14 23:00:00,72.4,117.1,60.0,140.92000000000002
Delhi,2023-01-15 00:00:00,69.4,109.7,53.7,131.02
Delhi,2023-01-15 01:00:00,66.6,103.8,46.3,121.77999999999997
Delhi,2023-01-15 02:00:00,64.0,98.5,37.2,113.2
Delhi,2023-01-15 03:00:00,61.5,93.8,30.5,104.95
Delhi,2023-01-15 04:00:00,59.4,90.6,24.1,97.03999999999999
Delhi,2023-01-15 05:00:00,58.1,88.9,20.8,94.96000000000001
Delhi,2023-01-15 06:00:00,58.3,89.4,26.5,95.28
Delhi,2023-01-15 07:00:00,61.0,93.6,36.7,103.3
Delhi,2023-01-15 08:00:00,65.7,99.7,45.5,118.81
Delhi,2023-01-15 09:00:00,61.5,94.8,43.1,104.95
Delhi,2023-01-15 10:00:00,56.5,86.8,36.5,92.4
Delhi,2023-01-15 11:00:00,48.2,74.3,28.0,79.12
Delhi,2023-01-15 12:00:00,43.9,68.5,22.5,72.24
Delhi,2023-01-15 13:00:00,42.8,68.5,17.0,70.47999999999999
Delhi,2023-01-15 14:00:00,40.5,67.5,17.6,66.8
Delhi,2023-01-15 15:00:00,38.2,66.8,29.5,63.120000000000005
Delhi,2023-01-15 16:00:00,36.3,65.9,48.0,60.08
Delhi,2023-01-15 17:00:00,42.3,72.2,63.0,69.67999999999999
Delhi,2023-01-15 18:00:00,51.1,85.2,65.9,83.76
Delhi,2023-01-15 19:00:00,59.6,98.0,70.0,97.36000000000001
Delhi,2023-01-15 20:00:00,66.6,108.3,73.7,121.77999999999997
Delhi,2023-01-15 21:00:00,71.9,115.7,73.4,139.27
Delhi,2023-01-15 22:00:00,77.8,123.9,71.8,158.73999999999998
Delhi,2023-01-15 23:00:00,79.9,125.7,69.0,165.67000000000002
Delhi,2023-01-16 00:00:00,77.8,121.5,67.3,158.73999999999998
Delhi,2023-01-16 01:00:00,75.9,117.3,65.6,152.47000000000003
Delhi,2023-01-16 02:00:00,74.7,113.9,62.2,148.51
Delhi,2023-01-16 03:00:00,73.8,111.1,57.4,145.54
Delhi,2023-01-16 04:00:00,73.6,109.4,51.7,144.88
Delhi,2023-01-16 05:00:00,74.3,109.7,45.0,147.19
Delhi,2023-01-16 06:00:00,73.1,107.6,48.0,143.22999999999996
Delhi,2023-01-16 07:00:00,77.5,113.6,52.2,157.75
Delhi,2023-01-16 08:00:00,81.7,119.7,54.6,171.61
Delhi,2023-01-16 09:00:00,80.8,118.3,51.6,168.64
Delhi,2023-01-16 10:00:00,72.2,106.2,46.0,140.26
Delhi,2023-01-16 11:00:00,61.7,91.0,38.1,105.61000000000001
Delhi,2023-01-16 12:00:00,54.6,80.6,30.6,89.36000000000001
Delhi,2023-01-16 13:00:00,51.0,75.7,22.4,83.6
Delhi,2023-01-16 14:00:00,49.2,73.8,20.6,80.72
Delhi,2023-01-16 15:00:00,48.2,73.3,33.6,79.12
Delhi,2023-01-16 16:00:00,47.6,73.3,54.4,78.16
Delhi,2023-01-16 17:00:00,68.9,103.4,76.8,129.37
Delhi,2023-01-16 18:00:00,77.1,116.4,77.4,156.42999999999998
Delhi,2023-01-16 19:00:00,78.5,119.2,78.3,161.05
Delhi,2023-01-16 20:00:00,78.7,121.1,78.6,161.71
Delhi,2023-01-16 21:00:00,78.9,122.0,77.3,162.37
Delhi,2023-01-16 22:00:00,80.3,123.9,75.3,166.98999999999998
Delhi,2023-01-16 23:00:00,80.6,123.9,71.7,167.97999999999996
Delhi,2023-01-17 00:00:00,78.0,119.2,68.1,159.4
Delhi,2023-01-17 01:00:00,75.9,115.0,63.7,152.47000000000003
Delhi,2023-01-17 02:00:00,73.6,110.6,57.2,144.88
Delhi,2023-01-17 03:00:00,71.2,106.4,50.5,136.96
Delhi,2023-01-17 04:00:00,68.5,101.7,43.0,128.05
Delhi,2023-01-17 05:00:00,70.8,104.5,42.2,135.64
Delhi,2023-01-17 06:00:00,67.8,100.1,45.2,125.73999999999998
Delhi,2023-01-17 07:00:00,70.8,104.1,49.3,135.64
Delhi,2023-01-17 08:00:00,74.7,109.7,51.8,148.51
Delhi,2023-01-17 09:00:00,75.9,111.3,48.8,152.47000000000003
Delhi,2023-01-17 10:00:00,69.6,102.2,43.2,131.67999999999998
Delhi,2023-01-17 11:00:00,59.4,87.3,35.5,97.03999999999999
Delhi,2023-01-17 12:00:00,51.2,76.4,28.5,83.92000000000002
Delhi,2023-01-17 13:00:00,46.7,71.2,21.0,76.72
Delhi,2023-01-17 14:00:00,43.8,68.9,20.0,72.08
Delhi,2023-01-17 15:00:00,41.4,67.8,32.9,68.24
Delhi,2023-01-17 16:00:00,41.2,68.7,53.3,67.92
Delhi,2023-01-17 17:00:00,50.5,79.2,76.8,82.80000000000001
